0		0.12000000000000002
1		0.36
2		0.43999999999999995
3		0.5199999999999999
14		0.5199999999999999
15		0.68
16		0.6
19		0.68
28		0.68
33		0.8400000000000002
82		0.8400000000000002
85		0.8400000000000002
112		0.8400000000000002
128		0.68
133		0.68
143		0.8400000000000002
163		0.8400000000000002
166		1.0000000000000002
173		1.0000000000000002
200		1.0000000000000002
209		1.0000000000000002
213		1.0000000000000002
221		1.0000000000000002
239		1.0000000000000002
284		1.0000000000000002
355		1.0000000000000002
358		1.0000000000000002
396		1.0000000000000002
758		1.0000000000000002
