0		0.7318271163448035
1		0.8627208567485023
2		0.8820233027621556
3		0.7869769786604518
4		0.850160444863
5		0.8322668901460573
8		0.8434975172237649
24		0.9025822660480647
191		0.9140353729409572
334		0.9402614004303288
349		0.9424813694909627
603		0.9833273734217943
706		0.9903946532277476
762		1.0502154146411709
1412		1.055719320810351
1455		1.056387101403883
1465		1.0668267720161424
1526		1.0768386735019937
2240		1.082135753518256
2768		1.084621781137144
3218		1.0849123624368286
5684		1.0852784676259524
6372		1.0857377302461548
13716		0.8995783068419891
16781		0.9057507507011233
18168		0.9173939974852326
18608		0.9581233460521358
19681		0.9592637525820461
