0		1.0
1		0.9999999999999999
2		0.9999999999999998
4		1.0
9		0.9999999999999998
24		0.9999999999999996
33		0.9999999999999998
40		1.0
41		1.0
47		0.9999999999999996
67		0.9999999999999998
71		0.9999999999999998
76		1.0
90		1.0000000000000002
97		1.0
103		0.9999999999999999
112		0.9999999999999998
132		0.9999999999999998
157		1.0
269		0.9999999999999998
356		0.9999999999999999
374		0.9999999999999999
397		0.9999999999999998
403		0.9999999999999999
431		0.9999999999999998
446		0.9999999999999998
473		0.9999999999999998
481		0.9999999999999998
517		0.9999999999999996
526		0.9999999999999998
551		1.0
894		0.9999999999999998
1484		0.9999999999999998
1837		1.0
2086		1.0
2906		1.0
4619		1.0
4939		1.0
10842		0.9999999999999998
20418		0.9999999999999998
20736		0.9999999999999998
